perturbagen,threshold,max_m,max_c,max_n1,max_a2,max_a3,max_ap,max_a4,max_c5
179324-69-7,0,0.1300360156219268,0.04405644893777245,0.11969602144055391,0.09499908277819337,0.32258030750852107,0.29633693068664563,0.17561665325672896,0.3304907789945007
179324-69-7,0.26,0.13614354827916492,0.038362154766492323,0.19409973140492998,0.10817353560507358,0.36787673055483844,0.32861486003062473,0.20707300334836606,0.37087348707102386
179324-69-7,0.5,0.14778861442572722,0.05606102503493088,0.23830382301438494,0.41558845580271,0.40279774564970794,0.3734182385649177,0.24335034478402623,0.4085802920887985
179324-69-7,0.85,0.15906378748066016,0.029439624878823484,0.34214389319335625,0.503720753772498,0.49621834380794616,0.4354365749680087,0.31261881215345444,0.49478776228940635
179324-69-7,1,0.16626676304943894,0.036832724625033425,0.5151296168999094,0.5453670779463006,0.5016872927804796,0.46793019493946625,0.3484582161471149,0.5043738330416152
A-443654,0,0.07015329013498746,0.015278247194411529,0.09657439060714955,0.020236083010177097,0.18258719529700812,0.15294207344452432,0.11705724127297967,0.3001580000275743
A-443654,0.26,0.06719260042161933,0.02085447888619359,0.15016520766284583,0.0738500555881232,0.21984642236944066,0.17453687927889458,0.13736211018489816,0.35997089488497397
A-443654,0.5,0.06569995705469518,0.0413408990685991,0.14432903087478602,0.3194460120784103,0.2796831325357692,0.2247968773529363,0.15565220432757446,0.4147910280113701
A-443654,0.85,0.07208692876466331,0.0608285891298699,0.28479237250594674,0.7734029887224059,0.35512555444871735,0.27464895866387595,0.1304243554398359,0.49797106087539905
A-443654,1,0.08152596574413591,0.07341762949806713,0.45887365999324253,0.7651162143929394,0.41878275949063,0.31620456417552195,0.11857946970675708,0.5390755395346472
AC1MJ3VH,0,0.08430847964323251,0.03700378794554322,0.0690538860864487,0.036516521914631964,0.1991790927365034,0.15477266553176783,0.06667628369869275,0.2634858028438256
AC1MJ3VH,0.26,0.08126939464321606,0.03361436152990743,0.10659197312527555,0.07380810950665476,0.2313405974541598,0.1751182772582419,0.06848684602501597,0.29325234213167156
AC1MJ3VH,0.5,0.082307470363806,0.029025620739824544,0.24314037696957777,0.4908357649722214,0.25315147039176206,0.19902939080614662,0.07911630579253727,0.33292184778877465
AC1MJ3VH,0.85,0.07312584295338155,0.010185766151620035,0.36885570508318277,0.44773743990483267,0.2971852707797774,0.24941910694567757,0.15865703720320284,0.38642499376833833
AC1MJ3VH,1,0.08079240922332515,0.025601626202841336,0.5167515207426798,0.4051443554645568,0.31929845271969565,0.2705658408249411,0.21393371595690905,0.4123642576110273
AC1NWAML,0,0.06589654546390224,0.09112754155535059,0.06877463865865072,0.04898879132172531,0.09795933322798943,0.06856422341880022,0.036825676431642806,0.13924942794903958
AC1NWAML,0.26,0.07759159696184427,0.10931858153300957,0.1282191578837731,0.075270501583429,0.12188062282842646,0.08282332738544575,0.04391367968425697,0.16227843984620602
AC1NWAML,0.5,0.07921494129491215,0.11410486642991151,0.1982832758293753,0.200327666050976,0.15410347711358763,0.10570788267646417,0.05814012294504214,0.20729439743316508
AC1NWAML,0.85,0.06504109136023545,0.13793046382048915,0.35924343246812246,0.40824839798489965,0.2173749799836462,0.161513376355582,0.10800194314317037,0.20474881665383182
AC1NWAML,1,0.07112466573462388,0.14506404872547068,0.4340638973470573,0.4546876109106666,0.22231033016328403,0.16241693325771225,0.09056707238968867,0.20996149085841675
AC1OCDAW,0,0.05337109430903521,0.00940796599088523,0.04691048423581388,0.03133011825847932,0.15501918112808388,0.10677862188342374,0.055385497239581076,0.2097874882816027
AC1OCDAW,0.26,0.045164798203093645,-0.02086882718683809,0.08602010792918022,0.013898937222544403,0.1840861848639701,0.12683045725537057,0.06098182363804252,0.2427117967088939
AC1OCDAW,0.5,0.03849980935551168,-0.061010231038960944,0.13461177583797498,0.25167945515307755,0.21281312926497342,0.14725213474560817,0.05882869538370622,0.2816605098649354
AC1OCDAW,0.85,0.03730372074659868,-0.06512179567085163,0.01502844035621223,0.3059303553609423,0.28333141888095353,0.1787018126307259,0.06388530913868447,0.3714463922434949
AC1OCDAW,1,0.035343463281400526,-0.037793448970926236,-0.026810650049565322,0.27897331680363935,0.3181475639155952,0.19709151208797898,0.07595546082553432,0.3983732591201557
AKT Inhibitor VIII,0,0.05840943013858179,0.10030502035940769,0.04613942012907333,0.09343571313470526,0.27601823294578864,0.27348771580900233,0.1144551364189265,0.2635411459318472
AKT Inhibitor VIII,0.26,0.059127724482807044,0.1306838929064653,0.12615271841911413,0.10775285236578783,0.3106426591557106,0.30926945234093023,0.1383765781991847,0.311844840168729
AKT Inhibitor VIII,0.5,0.06331604513261685,0.15367586724577925,0.18809897171421205,0.30484437737372183,0.33426753737942144,0.3348022906241739,0.15624696783589279,0.3952182383079693
AKT Inhibitor VIII,0.85,0.07519250613027767,0.17124610833789866,0.4155303095641225,0.36192810876652165,0.3582323040722205,0.3594403285394476,0.18288177160594155,0.4790542389207503
AKT Inhibitor VIII,1,0.07952456077387349,0.1928349368215263,0.5664005669137802,0.3171315417218792,0.3699117900243056,0.3608700997262698,0.2066430323480838,0.4671948433232778
Alpelisib,0,0.023674871888693348,0.05689382215477551,0.08433463615864575,0.09429571133613039,0.2867689193589455,0.2430987836718035,0.1379392695137013,0.288305141035597
Alpelisib,0.26,0.027882009740176912,0.07398118131288382,0.15627563903104422,0.13038917638313732,0.3270654007834278,0.2790760531808894,0.16524810784883256,0.32927078416351885
Alpelisib,0.5,0.03410824736100564,0.06520557889584165,0.27674056890101806,0.25057311538198646,0.33720897504515823,0.29731081939736514,0.17629615765145404,0.3746926703105381
Alpelisib,0.85,0.0462021475720208,0.05011380430527465,0.4367915289436805,0.33591860190070755,0.32485517059843455,0.3096440660298482,0.21822243313578918,0.3874352040074989
Alpelisib,1,0.05204415197027318,0.07099252447355751,0.4461531679723975,0.394483657227906,0.4081566202558479,0.30875668139454526,0.23393456200603904,0.3808222199139519
Alvocidib,0,0.07543019464107889,0.033341915923636584,0.09384194330192204,0.020803958727513335,0.17075722640515012,0.13805343390097458,0.07940629143878183,0.29858044348805163
Alvocidib,0.26,0.07294416652575236,0.0354039561060405,0.12256695437136468,0.04884839773330839,0.19993649629011212,0.16103709971719493,0.08478870715732052,0.34948056333460853
Alvocidib,0.5,0.06801573895250336,0.05610904469966494,0.21610385445587896,0.2608324880824717,0.24525695098413622,0.18773788432555943,0.10347100048857631,0.4056476968516137
Alvocidib,0.85,0.08238002568342363,0.05760717441770233,0.16798083638952,0.4233488135649368,0.2803872458399177,0.22263147238522768,0.13573798551007457,0.4936319560992336
Alvocidib,1,0.09295665509060083,0.08391845536998163,0.21907245752730825,0.3981717803829314,0.3198342032502892,0.2335638760383456,0.166448884361609,0.5218662689273096
Aminopurvalanol,0,0.08434771270216378,-0.02909314724667509,0.06082825445744069,0.039875032662819256,0.2431748124064025,0.19712398220793637,0.06311714573982177,0.30769831286845517
Aminopurvalanol,0.26,0.09179669734113123,-0.048060712862277866,0.09816360587662484,-8.528111747534077e-4,0.27306051137803,0.2251550656739236,0.07053747668670583,0.34723228388358934
Aminopurvalanol,0.5,0.08655762156496204,-0.05181460152978358,0.11405987397096715,0.12894820975190985,0.316883076686048,0.26630516167780166,0.08991551643830822,0.4061210845728101
Aminopurvalanol,0.85,0.09152024352033028,0.02914468183576117,0.11425112393409063,0.2743943909083479,0.360203104048784,0.3055902358199533,0.07903780610935288,0.45039072140637554
Aminopurvalanol,1,0.09656572855455793,0.023725670918338205,0.08655306973885643,0.19788016075841616,0.3839989060905824,0.3170301490776172,0.07649123000637133,0.5013603110697183
AT-7519,0,0.06882645631421226,0.05348552446587284,0.10355463141150312,0.07863513162450547,0.16317691643058446,0.13710207012516962,0.0701976305537276,0.24858687079739494
AT-7519,0.26,0.07480846002189055,0.051020512162286605,0.17912235135920757,0.19115346857570006,0.19090953117829704,0.1624053622035034,0.08460944293606772,0.2939195448403543
AT-7519,0.5,0.0895733941705423,0.06873418456171528,0.24049606822684094,0.31911595850276353,0.23347589325977677,0.1819895737456571,0.09631936629391012,0.3271360130930298
AT-7519,0.85,0.0953912557913345,0.0678959425590046,0.20462964120869195,0.5474915734031021,0.2767304296507973,0.21341609433296244,0.12042958616124239,0.3643488011034252
AT-7519,1,0.09291128200319877,0.1115555901257448,0.33595203561010306,0.5531140850180291,0.32532552448725177,0.23776590757387017,0.17051048707426594,0.36914064445803024
AT-9283,0,0.06980107428999441,0.03801804763345479,0.07738616812355714,0.14864010519749107,0.15492705341164856,0.14881143415902556,0.10666670126631206,0.20962314322701142
AT-9283,0.26,0.0717881038117842,0.05224215487146412,0.13610236115990873,0.23306689999722574,0.1827077209355458,0.1711798796176376,0.1341486440856272,0.23867545399460088
AT-9283,0.5,0.07885631039741631,0.0399197778223581,0.3638947886428069,0.3421183195352401,0.2013150631859366,0.18595316700069003,0.15463979651247695,0.27425370578311004
AT-9283,0.85,0.08059228237946339,0.04413730704075728,0.47928989202969674,0.47671838974247355,0.24036132861976356,0.24417197177967556,0.17490226642003806,0.33929299500855714
AT-9283,1,0.08237633712817041,0.052997651175872296,0.4900578411607721,0.5006872754059176,0.27597540975826756,0.25732490111926537,0.19959347143294345,0.3555727370850505
AZD-1775,0,0.08763266873403312,0.05910379046388758,0.11089873055034175,0.07220943328063131,0.17137209132454714,0.14518226038788862,0.19485488132177223,0.24723642887693123
AZD-1775,0.26,0.08689618012798744,0.07423070903095341,0.15493210180066808,0.19570819848704865,0.20213347166931972,0.16895154708283236,0.23265056327553477,0.28285878536403075
AZD-1775,0.5,0.09251411917403368,0.09552047842132835,0.2091792732482715,0.38812017242201086,0.2468377528850609,0.18968420077669593,0.26825620527430527,0.3246155245150517
AZD-1775,0.85,0.09290509174563073,0.1556532512760957,0.24920063595102893,0.4571046776853547,0.31747540126698565,0.25235989070593423,0.33810824757649044,0.3925548047446918
AZD-1775,1,0.08754190901159925,0.16420845476711002,0.42679797407403164,0.4529642944072682,0.34750969644731194,0.2849654161032758,0.3381417020227943,0.39157552770657683
AZD-5438,0,0.0424838413088952,0.06918394482257215,0.11318378650805191,0.08280832883238547,0.18849061554122432,0.15433192228163264,0.08208022445559901,0.32922527388905776
AZD-5438,0.26,0.04512186048104258,0.09453622636418561,0.15355206206605435,0.17710917821597247,0.2338396003363789,0.18842262498412565,0.10130171131124176,0.39361834306981935
AZD-5438,0.5,0.062541608588101,0.1293050282000755,0.28814007287197235,0.35164265699939956,0.292059308680369,0.2339024864482739,0.12301347164134818,0.4482125156700561
AZD-5438,0.85,0.08171430124311867,0.15334154485627452,0.4514854606288554,0.5886057274985964,0.3567202018381403,0.3006298710964589,0.10539953289135978,0.5471094636475086
AZD-5438,1,0.0841985514571904,0.1491162012579774,0.6245048281530782,0.6113726971221329,0.39070607296212007,0.33494777142549925,0.12775030606911966,0.5667494489409234
BRD-K54343811,0,0.030519077801964833,0.03761443924207637,0.034679694525885735,0.057439427926983234,0.156045335682142,0.13794949617884683,0.09498015311047794,0.13776520449053062
BRD-K54343811,0.26,0.021892014853757316,0.029353988514013617,0.06018175481676529,0.17329875010051618,0.18142089099981046,0.16152032004955966,0.10695536722086073,0.15248016880146925
BRD-K54343811,0.5,0.027997037661487086,0.05261228173915029,0.16336456209777966,0.2249274870159523,0.20787396120498944,0.18802594004652887,0.1170107092144669,0.16440635977461573
BRD-K54343811,0.85,0.03071050421148724,0.06629628901449314,0.2780389754762178,0.30249498075491593,0.2335956210078784,0.22611931150535508,0.16709748204541017,0.18785917277113512
BRD-K54343811,1,0.029943034637618434,0.08091515489282651,0.2667602505103634,0.39138049962410887,0.2531280427004018,0.2412991692597694,0.22354810818152612,0.20459462720415827
Broad-Sai-045,0,0.06211612008569119,0.04881575608790462,0.09173713473255321,0.09728857462143652,0.16182339827024578,0.15370716640386903,0.09588277299899703,0.14438189544306176
Broad-Sai-045,0.26,0.05174800139710654,0.07396002108652007,0.18318984926300522,0.19352600407677384,0.1891245147694807,0.1711518773678807,0.10574219776753759,0.17561565439909188
Broad-Sai-045,0.5,0.051381896863027264,0.09102829739485283,0.38796999199589893,0.3108227169211488,0.2280101667260363,0.2015601641327598,0.12307961912639656,0.20438335666485033
Broad-Sai-045,0.85,0.0443314546793942,0.08581366529895759,0.48011785041932215,0.48362952478258164,0.2767165935235895,0.26919620876754474,0.19000241864269082,0.2736332405092395
Broad-Sai-045,1,0.050835550376299526,0.12143067790686407,0.5453664872965451,0.6481344254892181,0.2644449201129825,0.2600160735614816,0.21774171496499423,0.27966190554394027
Broad-Sai-595,0,0.045621435271220985,0.02390892031621707,0.07648763244577957,0.06511273925177057,0.18585618781622212,0.17001737592891691,0.08948322297070636,0.26193510953818944
Broad-Sai-595,0.26,0.04684465164837143,0.034610853906830406,0.11470684167662128,0.17401775960408217,0.22049585250702458,0.19854749210711392,0.1010786045988344,0.30053432859629914
Broad-Sai-595,0.5,0.054884452619626795,0.04102790680915559,0.18310855774681392,0.16349498470267848,0.2564634653120903,0.2302272092407634,0.13169814955593712,0.3567090591486403
Broad-Sai-595,0.85,0.07427902502774958,0.02690036537486695,0.2270429773901039,0.3812006253467186,0.2887040612468113,0.24330241502478991,0.20868918219707566,0.4083488630081787
Broad-Sai-595,1,0.06788155890349681,0.04868055473368495,0.28824679123730856,0.4125847671239051,0.31076005684340025,0.2557684694272998,0.25092932116533134,0.4315733185047625
BS-181,0,0.05975826220301938,0.03966813205595189,0.0898497006571217,0.06873912305886978,0.11106056523254568,0.10387391467239557,0.0699748102115732,0.19064283917663946
BS-181,0.26,0.054747113895756365,0.06844254235645503,0.15491371192347658,0.09976582782735927,0.13090832714804726,0.1215911958728497,0.07912673278943888,0.22259502540290813
BS-181,0.5,0.05130725531319104,0.0799236200277274,0.24265411119443847,0.20981205175195072,0.16986560545549328,0.14303348279691286,0.09718052625094965,0.25269111079529777
BS-181,0.85,0.07352920851978059,0.0829051955466212,0.19423481759838004,0.26880408259959016,0.1832647914725304,0.17425728816467068,0.0820032696592222,0.3053543626613693
BS-181,1,0.0781204064021791,0.10226368188900839,0.3163306823800274,0.33436770334072136,0.1907886118776773,0.17902624277917653,0.08375616877664796,0.34130924534809626
C30H33N3O5S,0,0.0693116873818028,0.021579979965634072,0.004412722851479018,0.08879725238284557,0.18036133677904528,0.16752991373376006,0.06565097967799713,0.23328978250351876
C30H33N3O5S,0.26,0.07792244005811433,0.024990240066071326,0.023814537391059883,0.15127890135770383,0.20843003103530214,0.19179809396093953,0.07968970321396679,0.285123365068806
C30H33N3O5S,0.5,0.07738738772068747,0.042233709947390945,0.06841119876081156,0.3322783491238116,0.2231107879501118,0.21187381347358636,0.08830424369468368,0.32915082771964377
C30H33N3O5S,0.85,0.08303445073107958,0.08029298903872707,0.24832686677988533,0.5151617850817204,0.2426019630255258,0.2462325946679461,0.10776542534122265,0.4143470173821861
C30H33N3O5S,1,0.08891544857238176,0.07750869856858138,0.26068523787218817,0.516931606055534,0.24235168814931102,0.2493128068001787,0.11050498404846024,0.41316773149236674
CHEMBL1083527,0,0.04592375064242118,0.06252099448335145,0.08241933851918824,0.07378074488556982,0.2621991268834888,0.2215537751105387,0.0643987824145115,0.29192611711382593
CHEMBL1083527,0.26,0.040932149526391196,0.06509899374129283,0.13059706787137806,0.07063482481544568,0.3088613863242219,0.2569336816648694,0.0745222097019339,0.3412205765264349
CHEMBL1083527,0.5,0.02974135035703497,0.06944789611292534,0.13574832823052718,0.15776196743316476,0.32898241083364593,0.28712879456767365,0.08340472918459586,0.3756874039184461
CHEMBL1083527,0.85,0.04744350482631025,0.13249614336883048,0.22035504057069022,0.42449899894166965,0.34438409524249136,0.30888257757201043,0.14144027050845853,0.404367950247298
CHEMBL1083527,1,0.04912515425355445,0.16344400291658526,0.17343109800713438,0.43973030379415684,0.37804993810955273,0.32982856687677736,0.17286637024052887,0.39109248667905544
CHEMBL2136735,0,0.10080956496224468,0.047415670227262174,0.03930828185705121,0.12066857602790948,0.2193526490929368,0.21004899286884463,0.06685169420972026,0.1765336858278843
CHEMBL2136735,0.26,0.09876628952281444,0.0728461181368491,0.07058543607425773,0.18978500788748437,0.2544706582533985,0.23804748282736557,0.08545400947862763,0.2004798190796526
CHEMBL2136735,0.5,0.09010663700391466,0.07689342417240012,0.19374416613672643,0.2796564267001272,0.2748528613033676,0.26393569345160334,0.08687611082808594,0.22249968382444746
CHEMBL2136735,0.85,0.09491802931984508,0.09892918059530015,0.3042072569536681,0.3995711928665223,0.2826200584923511,0.25297993249372647,0.0610317687230132,0.23836148170283736
CHEMBL2136735,1,0.09532778760271707,0.10382979166401993,0.39519204191022506,0.4920135253919088,0.30120386805279203,0.2709861385471085,0.13298086620436791,0.25711142037357554
CHEMBL2381524,0,0.05096005593607051,0.04004739241559998,0.04388751214513409,0.1339792515761368,0.11068185361121305,0.13858798313556353,0.06358659104446246,0.09791330434164318
CHEMBL2381524,0.26,0.043607033232767094,0.0656663678517999,0.06880846164269236,0.19606951706681122,0.13042906395019474,0.15995364344315158,0.07900857072044072,0.11714721027031876
CHEMBL2381524,0.5,0.05355674951386197,0.074437062014147,0.08297650233132721,0.3619519762162562,0.14951112535993924,0.18146013825943974,0.09199039318938756,0.1417495244012702
CHEMBL2381524,0.85,0.037802022315368465,0.15283159637554677,0.24828133285145468,0.5054781096408584,0.18279622489169361,0.21179430847488845,0.15848087518797857,0.16594788967835092
CHEMBL2381524,1,0.04174398783469331,0.18094305457051596,0.290581532317764,0.465671435519378,0.24627387142984233,0.2150202124676739,0.15829494717130313,0.1831298424238692
CHEMBL3182395,0,0.06493892355502663,0.06274947506589051,0.05039618300130784,0.07439286418656124,0.05206056513377362,0.04136167507272154,0.024571029385555998,0.08929328588149207
CHEMBL3182395,0.26,0.056248391600455444,0.06324039312873192,0.04651734705315247,0.17503644693022624,0.05950452357659347,0.04625509363448854,0.02739612730043677,0.10331939378243798
CHEMBL3182395,0.5,0.05051934921034912,0.07041652215372347,0.032724011674108204,0.22393123394645803,0.062377868789628005,0.05482699309640847,0.03964175298430221,0.12044487552204268
CHEMBL3182395,0.85,0.0662047658927525,0.07578999431065714,0.0746606106856544,0.41918322857299273,0.07484800399398622,0.08686519391056677,0.15988177988856356,0.14206304977265485
CHEMBL3182395,1,0.06976563459709441,0.11606712015313672,0.06523161473966063,0.46894657936671447,0.07876138266060202,0.11471979321439542,0.21505387856065517,0.16406517248566108
CHEMBL3183436,0,0.11548661330924061,0.0446182331776674,0.12143700027373354,0.06861123011938533,0.23000213509046075,0.20065030849915777,0.07613007706735185,0.2755320013568215
CHEMBL3183436,0.26,0.12344603441786074,0.07448934563345179,0.18473883571619557,0.13440265197202478,0.2691445498028452,0.23360404877583593,0.09860284460805081,0.3239984843366825
CHEMBL3183436,0.5,0.12293817696190545,0.09655722518705,0.28590599373063985,0.41012075260212427,0.3023586082985264,0.2688767042138423,0.1146688561984675,0.36674299004441147
CHEMBL3183436,0.85,0.1456716231776195,0.1248758585399736,0.2938865256366453,0.6688986032739083,0.31691268045770893,0.322779365255452,0.16323204201456679,0.4200125454251204
CHEMBL3183436,1,0.14333051609629524,0.1500844565774579,0.4273630602483825,0.7154143782118018,0.3286221580676487,0.320086681831979,0.17904508822682583,0.44512305668316593
CHEMBL585951,0,0.042043607605836274,0.04831740725199629,0.06431070293836624,0.07936547054501636,0.15793605213057868,0.1357633116942042,0.06252466016247082,0.2011153849870068
CHEMBL585951,0.26,0.03809848308739837,0.06731994891095539,0.14055534673348333,0.09627230916893526,0.18477909140868318,0.15640169771193865,0.07684451631911535,0.23640711711660947
CHEMBL585951,0.5,0.034672199234386955,0.0726080792278863,0.22695421979274397,0.3857609116269254,0.2241648753969035,0.17269221569559415,0.09174678959472297,0.26466230626509457
CHEMBL585951,0.85,0.05279779746588862,0.09288282796588328,0.4749102031859951,0.5495218003343582,0.2587005828537539,0.22803044602987116,0.137596464916406,0.32649466668125
CHEMBL585951,1,0.04789636385758471,0.1081089356796002,0.5551235480846299,0.5534377661389193,0.2676453144530817,0.23901142366516953,0.15802497004866958,0.34094135585998087
CI-1040,0,0.04491232229742225,0.07540758196859595,0.11863809604909842,0.09014854081807396,0.14762010600507736,0.13666046496076886,0.049614628828162526,0.19124415308282275
CI-1040,0.26,0.049565579622837246,0.08735176367969497,0.159864188341715,0.1384680537127597,0.17253748715269743,0.1569901809815133,0.06884569246634636,0.22809297791168848
CI-1040,0.5,0.04701498932168814,0.09295300888283585,0.20809755031194446,0.32842035765753674,0.1955016226054889,0.17323606751688458,0.08404566907534124,0.2646844272758517
CI-1040,0.85,0.04710408078230397,0.12276115129502566,0.3585907223123806,0.4832470849803916,0.26059964646748823,0.22770673546227285,0.14296011797485028,0.3445263912831069
CI-1040,1,0.05865888800066529,0.16000714638825406,0.37921949250175263,0.5255021115871074,0.25058934852644876,0.2397084278539961,0.17708185404298496,0.3657476690087521
COT-10B,0,0.08369651371730547,0.0597951899449159,0.12583528902651184,0.07294337863230983,0.3559496112383962,0.3044197404259517,0.22454982653407934,0.35698436789694965
COT-10B,0.26,0.087267120084668,0.0975269784901888,0.21531829611262085,0.13300104024501525,0.40444689601248085,0.34714557515013045,0.26239230139200087,0.39940054054926066
COT-10B,0.5,0.09522305139011228,0.1284687879728809,0.25731239591975474,0.19868749347764045,0.43834404258923015,0.37604518671389503,0.31179617670077153,0.434607737788893
COT-10B,0.85,0.10222333853789241,0.16051438476261928,0.4359807404099877,0.39564116437749164,0.49465252863361847,0.42957865562912745,0.4059759400346491,0.5041766385732033
COT-10B,1,0.10310595507964677,0.19213974375674414,0.4684845708617498,0.3653116868357174,0.5421703010644623,0.4572058058562679,0.42629381568568453,0.5146240163442732
CP-724714,0,0.07394815417458618,0.0663703305430587,0.06081811158111,0.07995822409122343,0.21641166915883572,0.20121368986352703,0.06250563757187012,0.21246785551452235
CP-724714,0.26,0.06855577175830768,0.0674790269802093,0.1188172029357814,0.13189877585353166,0.24394369109239813,0.22652319096892035,0.07246822067900431,0.24232697583027948
CP-724714,0.5,0.08133342050979117,0.08522539527662247,0.21937747015345946,0.2633669681431618,0.25577859824129706,0.24462585903792025,0.07830306346178484,0.2730040700276099
CP-724714,0.85,0.09142256565395078,0.08381560864619982,0.3895752326982223,0.4290544778321001,0.29402513549662707,0.3271715203902546,0.15901585269486643,0.3648782780713279
CP-724714,1,0.10693358156899861,0.13526899848077376,0.4864073701573339,0.5663420217598946,0.3662328234137596,0.35620762781323495,0.1956942486476884,0.3625706823489242
Crizotinib,0,0.12649845687305272,0.09028539426972078,0.12638517244338476,0.10013455263777618,0.2697181835663819,0.22739867975147038,0.1318123752048859,0.35332356204996057
Crizotinib,0.26,0.12196803123691281,0.13077450280554834,0.22108937135866938,0.29020468329248733,0.3069634624743449,0.26291132585970833,0.15051021143954224,0.39910533382819824
Crizotinib,0.5,0.1182981604182911,0.1499749037225676,0.3105124141851405,0.45002583487041037,0.310032955361355,0.28259885359508075,0.1665144883668019,0.4567624139318355
Crizotinib,0.85,0.11202129016268492,0.18876560251504562,0.40266371263505835,0.5621114520748725,0.3494823741376184,0.3203467500671227,0.28623875343144295,0.5518995032556867
