perturbagen,threshold,m_ratio,c_ratio,n1_ratio,a2_ratio,a3_ratio,ap_ratio,a4_ratio,c5_ratio
Penfluridol,0,0.5,0.7142857142857143,1,3,11,11,11,11
Penfluridol,0.26,0.5,0.5,1.4,0.7142857142857143,11,11,11,Inf
Penfluridol,0.5,0.5,0.5,1,2,11,11,11,3
Penfluridol,0.85,0.5,0.5,0.7142857142857143,1,5,11,3,3
Penfluridol,1,0.5,0.7142857142857143,0.3333333333333333,0.7142857142857143,3,11,3,2
PENICILLIN V POTASSIUM,0,0.2857142857142857,1.25,1.25,0.8,2,3.5,3.5,8
PENICILLIN V POTASSIUM,0.26,0.8,0.8,0.5,0.8,2,2,3.5,8
PENICILLIN V POTASSIUM,0.5,0.2857142857142857,1.25,0.5,0.2857142857142857,1.25,1.25,2,8
PENICILLIN V POTASSIUM,0.85,0.8,0.8,0.2857142857142857,0.2857142857142857,1.25,1.25,2,8
PENICILLIN V POTASSIUM,1,0.5,1.25,0.2857142857142857,0.2857142857142857,0.5,0.8,2,8
Perhexiline,0,1,0.3333333333333333,1,1,1.6666666666666667,1.6666666666666667,1.4,1.1818181818181819
Perhexiline,0.26,1,0.4117647058823529,1,1,1.4,1.6666666666666667,1.4,1.4
Perhexiline,0.5,0.7142857142857143,0.3333333333333333,1,1.1818181818181819,1.4,1.6666666666666667,1.4,1.6666666666666667
Perhexiline,0.85,0.7142857142857143,0.6,1.6666666666666667,0.8461538461538461,1.6666666666666667,1.6666666666666667,2.4285714285714284,1.4
Perhexiline,1,0.7142857142857143,0.8461538461538461,1.1818181818181819,1.1818181818181819,1.4,1.6666666666666667,1.6666666666666667,1.4
Pevonedistat,0,23,0.7142857142857143,5,0.8461538461538461,23,23,0.6,23
Pevonedistat,0.26,7,0.7142857142857143,11,0.5,23,23,0.6,23
Pevonedistat,0.5,23,0.7142857142857143,2.4285714285714284,0.8461538461538461,23,23,0.6,23
Pevonedistat,0.85,Inf,0.4117647058823529,1.1818181818181819,0.8461538461538461,23,11,0.5,23
Pevonedistat,1,11,0.5,1.4,0.8461538461538461,23,11,0.5,23
PF-562271,0,1.1333333333333333,1.2857142857142858,0.7777777777777778,0.6,1.1333333333333333,1.1333333333333333,0.45454545454545453,0.8823529411764706
PF-562271,0.26,0.8823529411764706,1.2857142857142858,0.5238095238095238,0.7777777777777778,1.1333333333333333,1.1333333333333333,0.5238095238095238,1
PF-562271,0.5,0.8823529411764706,1,0.6,1.2857142857142858,1.2857142857142858,1.2857142857142858,0.6,0.8823529411764706
PF-562271,0.85,0.8823529411764706,1.4615384615384615,0.6842105263157895,0.6842105263157895,1.2857142857142858,1.2857142857142858,0.45454545454545453,1.2857142857142858
PF-562271,1,0.8823529411764706,1.4615384615384615,0.5238095238095238,0.7777777777777778,1.2857142857142858,1.4615384615384615,0.45454545454545453,1.1333333333333333
PF477736,0,0.42857142857142855,0.5384615384615384,4,0.8181818181818182,1.8571428571428572,1.5,1.8571428571428572,2.3333333333333335
PF477736,0.26,0.42857142857142855,0.42857142857142855,4,0.8181818181818182,1.8571428571428572,1.2222222222222223,2.3333333333333335,2.3333333333333335
PF477736,0.5,0.42857142857142855,0.42857142857142855,1.8571428571428572,0.8181818181818182,1.8571428571428572,1.2222222222222223,2.3333333333333335,3
PF477736,0.85,0.42857142857142855,0.5384615384615384,1.5,1,1.5,1.8571428571428572,4,3
PF477736,1,0.42857142857142855,0.5384615384615384,1.5,1,1.8571428571428572,2.3333333333333335,4,4
PHA-793887,0,1,0.05555555555555555,1.1111111111111112,0.52,1.2352941176470589,1.375,0.1875,2.4545454545454546
PHA-793887,0.26,1,0.02702702702702703,0.9,0.35714285714285715,1.2352941176470589,1.375,0.1875,2.4545454545454546
PHA-793887,0.5,1.2352941176470589,0.02702702702702703,0.9,0.9,1.375,1.375,0.22580645161290322,2.1666666666666665
PHA-793887,0.85,1,0.08571428571428572,0.35714285714285715,0.52,1.7142857142857142,1.375,0.26666666666666666,5.333333333333333
PHA-793887,1,0.9,0.11764705882352941,0.4074074074074074,0.52,1.7142857142857142,1.5333333333333334,0.3103448275862069,6.6
phylloquinone,0,0.4,0.4,0.16666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,6
phylloquinone,0.26,0.16666666666666666,0.4,0.4,2.5,1.3333333333333333,1.3333333333333333,1.3333333333333333,6
phylloquinone,0.5,0.16666666666666666,0.4,0.75,2.5,1.3333333333333333,1.3333333333333333,1.3333333333333333,6
phylloquinone,0.85,0.16666666666666666,0.4,0.4,1.3333333333333333,2.5,2.5,0.75,6
phylloquinone,1,0.16666666666666666,0.75,0.4,0.75,2.5,2.5,0.75,6
PLX-4720,0,0.3157894736842105,1.2727272727272727,1.2727272727272727,1.0833333333333333,0.7857142857142857,0.9230769230769231,1.7777777777777777,0.47058823529411764
PLX-4720,0.26,0.3157894736842105,1.5,1.2727272727272727,1.2727272727272727,0.7857142857142857,0.9230769230769231,2.125,0.47058823529411764
PLX-4720,0.5,0.3157894736842105,1.5,0.9230769230769231,0.5625,0.7857142857142857,0.9230769230769231,2.5714285714285716,0.47058823529411764
PLX-4720,0.85,0.19047619047619047,1.2727272727272727,0.9230769230769231,0.6666666666666666,1.0833333333333333,1.0833333333333333,3.1666666666666665,0.47058823529411764
PLX-4720,1,0.25,1.2727272727272727,0.7857142857142857,0.6666666666666666,1.0833333333333333,1.0833333333333333,3.1666666666666665,0.5625
Podofilox,0,0.125,0.2857142857142857,17,0.125,8,5,1,Inf
Podofilox,0.26,0.125,0.6363636363636364,5,0.2,8,5,0.8,Inf
Podofilox,0.5,0.2857142857142857,0.8,1.25,0.5,8,5,1,17
Podofilox,0.85,0.2857142857142857,2,0.6363636363636364,0.5,5,5,1.5714285714285714,Inf
Podofilox,1,0.38461538461538464,3.5,0.38461538461538464,0.5,5,5,2.6,17
QL47,0,0.2,0.2,1.1818181818181819,2.4285714285714284,5,5,23,7
QL47,0.26,0.09090909090909091,0.2631578947368421,1.6666666666666667,1,5,5,23,7
QL47,0.5,0.2,0.3333333333333333,1.4,1.1818181818181819,5,5,23,7
QL47,0.85,0.4117647058823529,0.6,1.1818181818181819,1.1818181818181819,11,7,7,7
QL47,1,0.5,0.7142857142857143,1.1818181818181819,1,23,11,3.8,7
Quizartinib,0,0.9230769230769231,0.47058823529411764,0.5625,1.2727272727272727,7.333333333333333,5.25,2.5714285714285716,2.125
Quizartinib,0.26,0.9230769230769231,0.3157894736842105,0.6666666666666666,0.9230769230769231,7.333333333333333,5.25,2.5714285714285716,2.5714285714285716
Quizartinib,0.5,0.7857142857142857,0.5625,0.6666666666666666,1.7777777777777777,7.333333333333333,7.333333333333333,3.1666666666666665,2.125
Quizartinib,0.85,0.7857142857142857,0.5625,0.47058823529411764,1.0833333333333333,11.5,11.5,4,2.5714285714285716
Quizartinib,1,0.9230769230769231,0.5625,0.5625,1.2727272727272727,7.333333333333333,11.5,2.5714285714285716,4
Raloxifene,0,2.357142857142857,0.23684210526315788,0.9583333333333334,0.5161290322580645,4.875,4.222222222222222,0.8076923076923077,4.875
Raloxifene,0.26,1.9375,0.11904761904761904,1.2380952380952381,0.23684210526315788,4.875,4.222222222222222,1.0434782608695652,5.714285714285714
Raloxifene,0.5,2.9166666666666665,0.09302325581395349,0.7407407407407407,0.3055555555555556,3.7,4.222222222222222,1.2380952380952381,5.714285714285714
Raloxifene,0.85,1.0434782608695652,0.14634146341463414,0.7407407407407407,0.42424242424242425,4.222222222222222,4.222222222222222,1.0434782608695652,4.875
Raloxifene,1,1.6111111111111112,0.14634146341463414,1.0434782608695652,0.46875,3.7,4.875,0.6785714285714286,3.7
Rifabutin,0,0,0.6666666666666666,1,0,0.6666666666666666,0.6666666666666666,2.3333333333333335,1.5
Rifabutin,0.26,0,0.6666666666666666,1,0.42857142857142855,0.6666666666666666,0.6666666666666666,2.3333333333333335,1.5
Rifabutin,0.5,0,0.42857142857142855,2.3333333333333335,1,0.6666666666666666,0.6666666666666666,1.5,1.5
Rifabutin,0.85,0.1111111111111111,1,1,0.6666666666666666,0.6666666666666666,1,1,1.5
Rifabutin,1,0.1111111111111111,1,1,1,0.6666666666666666,1.5,1,1
Roquinimex,0,0.25,1,0.6666666666666666,4,4,9,9,9
Roquinimex,0.26,0.42857142857142855,0.42857142857142855,1,4,4,9,4,9
Roquinimex,0.5,0.42857142857142855,1.5,1.5,4,2.3333333333333335,9,4,9
Roquinimex,0.85,0.42857142857142855,1.5,0.42857142857142855,4,9,9,4,9
Roquinimex,1,0.42857142857142855,1.5,0.42857142857142855,4,2.3333333333333335,9,4,9
Rottlerin,0,1.7142857142857142,0.7272727272727273,2.1666666666666665,1.375,Inf,Inf,3.75,Inf
Rottlerin,0.26,2.1666666666666665,0.7272727272727273,2.1666666666666665,1.7142857142857142,Inf,Inf,3.75,Inf
Rottlerin,0.5,2.1666666666666665,0.9,1.375,3.75,Inf,Inf,2.8,Inf
Rottlerin,0.85,1.7142857142857142,1.375,2.1666666666666665,1.375,18,Inf,3.75,Inf
Rottlerin,1,1.375,1.375,2.1666666666666665,2.1666666666666665,18,Inf,2.8,18
Ruxolitinib,0,0.6428571428571429,0.35294117647058826,0.6428571428571429,1.3,0.9166666666666666,1.3,1.5555555555555556,1.5555555555555556
Ruxolitinib,0.26,0.6428571428571429,0.5333333333333333,0.6428571428571429,1.0909090909090908,0.9166666666666666,1.0909090909090908,1.5555555555555556,1.3
Ruxolitinib,0.5,0.7692307692307693,0.6428571428571429,0.4375,0.9166666666666666,0.9166666666666666,1.3,1.3,1.875
Ruxolitinib,0.85,0.6428571428571429,0.7692307692307693,0.2777777777777778,0.2777777777777778,1.3,1.3,1.3,1.3
Ruxolitinib,1,0.9166666666666666,0.7692307692307693,0.2777777777777778,0.2777777777777778,0.9166666666666666,1.875,0.9166666666666666,1.5555555555555556
SB743921,0,0.1,0,Inf,0,0.375,0.2222222222222222,2.6666666666666665,0.5714285714285714
SB743921,0.26,0.1,0.375,Inf,0.1,0.375,0.375,2.6666666666666665,0.2222222222222222
SB743921,0.5,0.1,0.5714285714285714,0.8333333333333334,0,0.8333333333333334,0.2222222222222222,2.6666666666666665,0.2222222222222222
SB743921,0.85,0.1,2.6666666666666665,0.375,0,10,0.8333333333333334,4.5,1.2
SB743921,1,0.1,4.5,0.5714285714285714,0,Inf,1.2,10,1.2
SCHEMBL1564574,0,0.7333333333333333,0.625,0.5294117647058824,0.7333333333333333,0.625,0.625,1.3636363636363635,1.1666666666666667
SCHEMBL1564574,0.26,0.4444444444444444,0.7333333333333333,0.3684210526315789,0.4444444444444444,0.625,0.5294117647058824,1.3636363636363635,1.1666666666666667
SCHEMBL1564574,0.5,0.3684210526315789,0.7333333333333333,0.5294117647058824,0.5294117647058824,0.7333333333333333,0.625,1.8888888888888888,1.1666666666666667
SCHEMBL1564574,0.85,0.4444444444444444,0.625,0.625,0.4444444444444444,1,1,1.6,1
SCHEMBL1564574,1,0.625,0.625,0.18181818181818182,0.5294117647058824,1,1.3636363636363635,1.3636363636363635,1
SCHEMBL618594,0,0.25,0.6666666666666666,0.5,1.5,0.15384615384615385,0.25,2,0.36363636363636365
SCHEMBL618594,0.26,0.15384615384615385,0.875,0.5,0.875,0.25,0.25,2,0.36363636363636365
SCHEMBL618594,0.5,0.25,0.875,0.15384615384615385,0.6666666666666666,0.25,0.25,2,0.36363636363636365
SCHEMBL618594,0.85,0.36363636363636365,1.1428571428571428,0.15384615384615385,0.6666666666666666,0.25,0.36363636363636365,2,0.36363636363636365
SCHEMBL618594,1,0.36363636363636365,4,0.07142857142857142,0.6666666666666666,0.15384615384615385,0.36363636363636365,2,0.36363636363636365
Seliciclib,0,0.42857142857142855,0.875,4,0.5789473684210527,0.6666666666666666,0.7647058823529411,0.2,0.6666666666666666
Seliciclib,0.26,0.42857142857142855,1,1.3076923076923077,0.6666666666666666,0.6666666666666666,0.7647058823529411,0.2,0.6666666666666666
Seliciclib,0.5,0.36363636363636365,0.6666666666666666,2,0.6666666666666666,0.6666666666666666,0.875,0.25,0.6666666666666666
Seliciclib,0.85,0.5789473684210527,0.36363636363636365,1.5,0.36363636363636365,1,1.1428571428571428,0.36363636363636365,0.7647058823529411
Seliciclib,1,0.5789473684210527,0.6666666666666666,1.5,0.5,0.875,0.875,0.36363636363636365,1.1428571428571428
SGX-523,0,0.625,1.1666666666666667,0.625,1.6,0.4444444444444444,0.3,2.25,0.3
SGX-523,0.26,0.625,1.6,0.18181818181818182,1.6,0.4444444444444444,0.4444444444444444,2.25,0.3
SGX-523,0.5,0.4444444444444444,1.1666666666666667,0.4444444444444444,3.3333333333333335,0.4444444444444444,0.3,3.3333333333333335,0.3
SGX-523,0.85,0.3,0.8571428571428571,0.8571428571428571,1.1666666666666667,0.625,0.625,2.25,0.625
SGX-523,1,0.4444444444444444,1.6,0.8571428571428571,1.1666666666666667,0.4444444444444444,0.625,2.25,0.625
Sirolimus,0,0.7702702702702703,0.1592920353982301,0.39361702127659576,0.27184466019417475,4.24,2.1951219512195124,1.471698113207547,6.705882352941177
Sirolimus,0.26,0.5783132530120482,0.1391304347826087,0.5595238095238095,0.24761904761904763,3.8518518518518516,2.046511627906977,1.5686274509803921,7.1875
Sirolimus,0.5,0.5057471264367817,0.11965811965811966,1.2982456140350878,0.8450704225352113,2.8529411764705883,2.046511627906977,1.6734693877551021,6.705882352941177
Sirolimus,0.85,0.5232558139534884,0.18018018018018017,1.2203389830508475,0.9264705882352942,1.6734693877551021,2.119047619047619,0.9848484848484849,6.277777777777778
Sirolimus,1,0.5595238095238095,0.2018348623853211,1.471698113207547,0.9552238805970149,1.6734693877551021,1.62,1.0793650793650793,5.55
Sitagliptin,0,1,0.6,0.6,1,1.6666666666666667,1.6666666666666667,3,3
Sitagliptin,0.26,1,0.6,0.6,1.6666666666666667,1.6666666666666667,1.6666666666666667,3,3
Sitagliptin,0.5,1,1,0.6,1,3,1.6666666666666667,3,3
Sitagliptin,0.85,1,1,1,1,3,1.6666666666666667,3,3
Sitagliptin,1,1,1,0.3333333333333333,1,7,3,3,1.6666666666666667
Skiii,0,1.6,2.7142857142857144,1.8888888888888888,0.5294117647058824,7.666666666666667,5.5,1.6,5.5
Skiii,0.26,1.6,1.6,1.6,0.5294117647058824,7.666666666666667,5.5,1.6,7.666666666666667
Skiii,0.5,1.3636363636363635,1.8888888888888888,0.8571428571428571,0.7333333333333333,7.666666666666667,5.5,1.3636363636363635,7.666666666666667
Skiii,0.85,1.6,3.3333333333333335,0.7333333333333333,0.5294117647058824,7.666666666666667,5.5,1,5.5
Skiii,1,1.8888888888888888,2.7142857142857144,0.3684210526315789,0.625,7.666666666666667,5.5,1.1666666666666667,4.2
Sorafenib,0,0.3870967741935484,1.3888888888888888,1.263157894736842,0.5357142857142857,1.263157894736842,1.263157894736842,1.8666666666666667,1.15
Sorafenib,0.26,0.43333333333333335,1.15,0.6538461538461539,0.4827586206896552,1.3888888888888888,1.263157894736842,1.6875,1.15
Sorafenib,0.5,0.34375,1.15,0.5925925925925926,0.4827586206896552,1.3888888888888888,1.15,1.8666666666666667,1.15
Sorafenib,0.85,0.3870967741935484,0.6538461538461539,0.9545454545454546,0.72,2.5833333333333335,1.3888888888888888,1.3888888888888888,1.15
Sorafenib,1,0.5357142857142857,0.72,0.7916666666666666,0.5925925925925926,2.909090909090909,1.6875,1.15,1.15
SPECTRUM_001092,0,0.2222222222222222,1.2,0.8333333333333334,2.6666666666666665,Inf,10,2.6666666666666665,Inf
SPECTRUM_001092,0.26,0.2222222222222222,0.8333333333333334,1.2,4.5,Inf,10,2.6666666666666665,Inf
SPECTRUM_001092,0.5,0.2222222222222222,1.75,1.2,Inf,Inf,10,1.75,Inf
SPECTRUM_001092,0.85,0.2222222222222222,2.6666666666666665,0.375,4.5,Inf,Inf,1.2,Inf
SPECTRUM_001092,1,0.2222222222222222,4.5,0.5714285714285714,2.6666666666666665,Inf,Inf,0.5714285714285714,Inf
TAE-684,0,1.4615384615384615,0.45454545454545453,1,0.45454545454545453,3,5.4,4.333333333333333,9.666666666666666
TAE-684,0.26,1.4615384615384615,0.6842105263157895,0.7777777777777778,0.391304347826087,3,5.4,5.4,7
TAE-684,0.5,1.9090909090909092,0.391304347826087,0.6842105263157895,0.3333333333333333,2.5555555555555554,3.5714285714285716,7,7
TAE-684,0.85,1.4615384615384615,0.45454545454545453,1.1333333333333333,0.45454545454545453,3,3.5714285714285716,2.5555555555555554,3.5714285714285716
TAE-684,1,1.4615384615384615,0.45454545454545453,0.6842105263157895,0.45454545454545453,2.5555555555555554,3.5714285714285716,2.2,3.5714285714285716
TAK-715,0,0.9090909090909091,0.3125,0.16666666666666666,0.6153846153846154,0.9090909090909091,0.75,0.75,0.9090909090909091
TAK-715,0.26,1.1,0.4,0.10526315789473684,0.6153846153846154,1.1,0.75,0.9090909090909091,0.9090909090909091
TAK-715,0.5,0.9090909090909091,0.3125,0.3125,0.9090909090909091,0.9090909090909091,0.75,0.75,0.9090909090909091
TAK-715,0.85,0.75,0.16666666666666666,0.6153846153846154,0.9090909090909091,1.1,0.9090909090909091,0.9090909090909091,1.1
TAK-715,1,1.1,0.16666666666666666,0.75,0.9090909090909091,1.1,0.9090909090909091,0.9090909090909091,1.1
Troglitazone,0,0.7272727272727273,2.1666666666666665,0.26666666666666666,1.375,0.35714285714285715,0.46153846153846156,0.46153846153846156,0.35714285714285715
Troglitazone,0.26,0.5833333333333334,2.1666666666666665,0.26666666666666666,1.375,0.35714285714285715,0.35714285714285715,0.5833333333333334,0.46153846153846156
Troglitazone,0.5,0.46153846153846156,0.9,0.26666666666666666,1.375,0.46153846153846156,0.46153846153846156,0.5833333333333334,0.46153846153846156
Troglitazone,0.85,0.7272727272727273,0.5833333333333334,0.46153846153846156,1.375,0.9,0.9,1.7142857142857142,0.7272727272727273
Troglitazone,1,0.5833333333333334,0.5833333333333334,0.46153846153846156,1.1111111111111112,0.9,1.1111111111111112,1.1111111111111112,0.5833333333333334
Valsartan,0,0.2222222222222222,0.2222222222222222,0.1,0.375,1.75,1.2,0.5714285714285714,1.75
Valsartan,0.26,0.2222222222222222,0.2222222222222222,0,0.375,2.6666666666666665,1.2,0.5714285714285714,1.2
Valsartan,0.5,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.375,2.6666666666666665,1.2,0.5714285714285714,1.75
Valsartan,0.85,0.1,0.2222222222222222,0.2222222222222222,0.5714285714285714,0.8333333333333334,1.2,0.5714285714285714,1.75
Valsartan,1,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.8333333333333334,0.8333333333333334,1.2,0.8333333333333334,1.75
Veliparib,0,1.2,0.5714285714285714,0.7368421052631579,1.75,0.8333333333333334,0.8333333333333334,1.2,0.5714285714285714
Veliparib,0.26,0.9411764705882353,0.65,0.8333333333333334,1.75,0.65,0.8333333333333334,1.2,0.65
Veliparib,0.5,1.5384615384615385,0.5714285714285714,1.3571428571428572,0.9411764705882353,0.5714285714285714,0.7368421052631579,1.3571428571428572,0.65
Veliparib,0.85,0.8333333333333334,0.7368421052631579,1.0625,0.7368421052631579,0.7368421052631579,1.0625,1.5384615384615385,0.65
Veliparib,1,0.9411764705882353,0.7368421052631579,1.3571428571428572,1.0625,0.5714285714285714,1.0625,1.3571428571428572,0.65
vincristine,0,0.7272727272727273,0.11764705882352941,5.333333333333333,0.35714285714285715,Inf,Inf,1.375,Inf
vincristine,0.26,0.46153846153846156,0.11764705882352941,5.333333333333333,0.35714285714285715,Inf,Inf,1.7142857142857142,Inf
vincristine,0.5,0.9,0.11764705882352941,2.1666666666666665,0.35714285714285715,Inf,Inf,2.1666666666666665,Inf
vincristine,0.85,1.1111111111111112,0.11764705882352941,0.7272727272727273,0.35714285714285715,Inf,18,1.1111111111111112,Inf
vincristine,1,1.1111111111111112,0.7272727272727273,0.5833333333333334,0.35714285714285715,18,18,1.1111111111111112,Inf
Vorinostat,0,1.9702970297029703,0.2987012987012987,0.9607843137254902,0.6216216216216216,5.666666666666667,5,1.1126760563380282,3.838709677419355
Vorinostat,0.26,1.9411764705882353,0.1583011583011583,0.5384615384615384,0.2711864406779661,5.122448979591836,4.660377358490566,1.173913043478261,4.084745762711864
Vorinostat,0.5,2.5714285714285716,0.10294117647058823,0.29310344827586204,0.2605042016806723,4.882352941176471,4.454545454545454,0.910828025477707,4
Vorinostat,0.85,1.9411764705882353,0.2145748987854251,0.1952191235059761,0.4084507042253521,9,6.5,1.2727272727272727,3.6875
Vorinostat,1,2.1578947368421053,0.2145748987854251,0.16279069767441862,0.4634146341463415,5.976744186046512,7.823529411764706,2,4
VX-745,0,0.2727272727272727,0.5555555555555556,1,0.4,0.75,0.75,1.3333333333333333,1
VX-745,0.26,0.2727272727272727,0.4,0.4,0.4,1,0.75,1.8,1
VX-745,0.5,0.2727272727272727,0.5555555555555556,0.75,0.5555555555555556,0.75,1,1,1
VX-745,0.85,0.4,0.5555555555555556,0.75,0.4,1,0.75,1,1.3333333333333333
VX-745,1,0.4,0.75,1,0.75,0.75,0.75,0.75,1.3333333333333333
Withaferin A,0,0.9130434782608695,0.6,2.142857142857143,0.1891891891891892,3.888888888888889,3.1904761904761907,2.259259259259259,7
Withaferin A,0.26,0.8333333333333334,0.4915254237288136,1.2564102564102564,0.2222222222222222,3.888888888888889,3.4,2.0344827586206895,7
Withaferin A,0.5,1,0.41935483870967744,0.6296296296296297,0.4426229508196721,3.888888888888889,3,1.8387096774193548,7
Withaferin A,0.85,1.4444444444444444,0.6296296296296297,0.4426229508196721,0.1282051282051282,4.866666666666666,2.6666666666666665,1.5142857142857142,7.8
Withaferin A,1,1.588235294117647,0.6,0.4426229508196721,0.1282051282051282,4.5,3,1.3783783783783783,7
Wortmannin,0,0.9578947368421052,0.10714285714285714,0.6909090909090909,0.4198473282442748,4.636363636363637,3.5365853658536586,3.769230769230769,7.857142857142857
Wortmannin,0.26,0.86,0.10714285714285714,0.9175257731958762,0.4645669291338583,4.8125,3.5365853658536586,4.314285714285714,7.857142857142857
Wortmannin,0.5,0.8415841584158416,0.08771929824561403,1.325,0.9175257731958762,4.166666666666667,3.3255813953488373,3.769230769230769,7.454545454545454
Wortmannin,0.85,1.0898876404494382,0.14814814814814814,1.0898876404494382,1.043956043956044,3.5365853658536586,3.769230769230769,2.206896551724138,7.086956521739131
Wortmannin,1,1.2409638554216869,0.14814814814814814,0.9175257731958762,1.1627906976744187,3.8947368421052633,4.8125,1.9523809523809523,7.086956521739131
